question_id,question,question_sentiment,answer,answer_sentiment
question_box_56023022373,give me some nutela? do you have any? is there any in your case?,positive,no !  it's gone & when we went shopping my mon tried to buy me some gheto ass face ass piece of shit shitty ass none name brand nutela us they didn't have the real one . does she not know i don't like face things especially when it comes to nutela ! f o h,positive
question_box_115306150259,"ANON GET THE FUCK OUT SHES FUCKING PERFECT, HER BODY'S MENTAL AND YOUR ASS IS PROBABLY BIGGER THAN YOUR WHOLE FUCKING BODY SO SHUT YOUR FUCKING MOUTH BEFORE I CHOKE THE FUCK OUT OF YOU‎  Ava Mammarella",negative,FUCKINGG LOVEYOUUU BABY,positive
question_box_42859222891,do you like ‎@forgetforevers? that bitch is so fake I hate him I once tried to hack him lol don't tell him lol,negative,Um???,positive
question_box_128533038323,sup nigga. its been long since we talked. how are you doing (let)??,positive,iii who is this?,positive
question_box_121001004004,Stop being a bitch to leeza,negative,I'm notLmao she is my best friend Back tf off Jessica,positive
question_box_106650220872,confessions,positive,fuck dott,positive
question_box_123584903872,no way! destinies is gonna die hers dark blue all the way! u should do the same!,positive,um no,positive
question_box_127210188764,"Lilith: yeah, she attacks anything that tries to hurt her. So does that means you tried to kill her?‎  Glaceon",positive,No! I tried killing Sonic! *shows a picture of the hedgehog but Sonic does look like a pokemon probably* HIM! I hate that hedgehog!,positive
question_box_129945723463,ahahah bitch you like him,positive,i never said that,positive
question_box_129366089485,ass fat yeah ik,negative,okkkkkkk ,positive
question_box_103165356447,what's your favorite things to do in the summer?,positive,sleep.. bug the shit gutta.my older sister. and we hang out.,positive
question_box_68603160107,Liar it's not stronger! You made me know that's friendship is just shit.,negative,"Yh it's shit !!! What the end of this relation? Nothinggggg , maybe u still thinking about that because ur teenager or something but after that u will know what I was talking about btw this is my opinion ;)",positive
question_box_130484970269,holy fucking shit in my parts that a done ass picture kumail!!!!!!,positive,which one?,positive
question_box_125813862466,last is rude,positive,honestly stfu please. she's so sweet and one of the most amazing person i know. i can always talk to her and you obviously don't know her well enough to call her rude bc she is not. she's legit perfection. leave her alone wish,negative
question_box_116446619251,okay nigga kick meet,negative,okok,positive
question_box_131760835544,perks of being your friend?,positive,you are mocked almost every time.you know everything about me.you automatically become my partner in every beghairtee I do.you laugh a lot more than you used to earlier.you always have my support if shit gets serious.buss :D ..,positive
question_box_102954245535,i suck at hints...,positive,clearly haha j,positive
question_box_125179570819,"date me pls. (look down there) *just being a copier lancfer because they didn't come off anon, unless they did. idk* sc mee.?‎  emily.",positive,Oh lol I can't talk rn. My phones gunna die.lol,positive
question_box_113654763966,what irritates you?,positive,girls that are bitches.,positive
question_box_127556943249,who r u,positive,Kaitlin stfu and gtfo,negative
question_box_111724305448,I would touch your Puerto Rican ass any time,positive,no thanks I'll pass,positive
question_box_119508515615,i'm get me some of dat ass tomorrow just watch,positive,go die in a hole,positive
question_box_131727405230,It's Saturday! What are you doing today?,positive,fym it's tuesday bitch,negative
question_box_128871657243,Tbh I don't really know you that well but your hair is fucking gorgeous and I wish my hair was that long ugh and you seem really nice‎  Avalon Ver Valen,positive,aww thanks:),positive
question_box_26755230690,lol her feet sexy ass hell i wanna lick them but she wont let me,positive,lmfao oh nah,positive
question_box_116107735175,I don't I'm just nosey ass hell but tell me lol,positive,Lmao I could tell.,positive
question_box_119947135198,are u gay u little gay ass fagit home lmao c/cabrera u no who this is,positive,coming from the nigga that wants to blow me kisses in english lmao,positive
question_box_71557765448,Yo that bitch is all over you abou victor... She's just jealous cause she wants both of you,negative,thankss ahaha,positive
question_box_120167839968,can i send u an ass pick?,positive,"first off: utf, second: you can't take pick of something you don't have :)",positive
question_box_126778133870,1 girl you would fuck in UR grade,positive,........... Hahah,positive
773525823,did response thoughts on brandon (:,positive,i look LiKE SHiT,positive
773525679,i'm on your side but just let it go. it's not his fault he's not being himself. it's the day before final and we're all stressed. today he just has his head up his ass. chris le,positive,exactly like i keep telling him it's over but he keeps asking questions,positive
question_box_55521392401,why are you so gay you fagotron,negative,"or just mad u aunt me, simple as that nigga",negative
question_box_115281161663,Tbh: you're funny but you suck  rate: -10;)‎  Mister T,positive,you've told me I'm funny like 5 times (^.^). I'm feelin the love ;'D,positive
question_box_125472751057,who did you inspire?,positive,"my friends in bags, especially when i die, then they must avenge me :)",positive
773525973,"it's fuck bitches get money"" not ""fuck bitches make money"" just so you know.""",positive,"as far as the advice from ash? it was a deviation from the phrase. i was having a difficult time and that was her advice for my situation. she was saying what i should do for myself. haha thank you though, anon-who-is-not-so-anon. :)",positive
question_box_127668668390,What was the first thing on your mind this morning?,positive,OH SHIT IM LATEthen realize I accidentally set my time an hour ahead....,positive
773525627,gem nerqevit tshera,positive,get your stupid ass gutta here lmao,positive
question_box_102907875637,st - th grade xd,positive,fuck you:((,negative
773525819,have you seen tommy's scars,positive,don't start shit or you'll get these hands. trust and believe that.,positive
question_box_111803953001,That's not what I heard. I heard u said Marley is prettier than me and I'm ugly as shit so um k. And yeah I do. - Isabella Valentino.,positive,you and marley are both pretty lol. idrk either of you and i havent really ever talked about either of you so:/,positive
question_box_132057048998,"How's Mitch, bitch",negative,Jake,positive
question_box_123184968340,Why'd you die your hair you like better before,positive,Bordem i just wanted a change,positive
question_box_33229359979,A guy in my class who had a crush on me bough me 1D tickets because he knew how much i wanted them,positive,OH MY GOD. Keep him holy shit,positive
question_box_66677811523,Who ever is asking you that question can shut the fuck up you and Collin are cute together.‎  Jor,positive,Thanks bae :*,positive
question_box_128716994078,you're not cool. it's funny. you're just a try hard,negative,"plot twist, oh just bidding your still a fucking asshole and you weren even at the party so you dont know what the fuck your talking about",negative
question_box_123403651336,carts bikini pick are so stupid. like why would she post it knowing she's not skinny?,positive,"let's see you post a bikini pick then. it takes so much courage to even do that. but honestly, who the fuck cares, your opinion isn't needed.",positive
question_box_109693932631,Hb you all leave bri the fuck alone. I'm sure u don't even no her and u have nothing better to do than put hate on this which is pretty sad.‎  Ashley Rozek,positive,luv you ❤️,positive
